name,id,image_path,type1,type2
Hydreigon,635,../dataset-v3\Hydreigon\1.jpg,Dark,Dragon
Hypno,97,../dataset-v3\Hypno\0.jpg,Psychic,
Hypno,97,../dataset-v3\Hypno\1.jpg,Psychic,
Hypno,97,../dataset-v3\Hypno\2.jpg,Psychic,
Hypno,97,../dataset-v3\Hypno\3.jpg,Psychic,
Igglybuff,174,../dataset-v3\Igglybuff\0.jpg,Normal,Fairy
Igglybuff,174,../dataset-v3\Igglybuff\1.jpg,Normal,Fairy
Igglybuff,174,../dataset-v3\Igglybuff\2.jpg,Normal,Fairy
Illumise,314,../dataset-v3\Illumise\0.jpg,Bug,
Illumise,314,../dataset-v3\Illumise\1.jpg,Bug,
Infernape,392,../dataset-v3\Infernape\0.jpg,Fire,Fighting
Infernape,392,../dataset-v3\Infernape\1.jpg,Fire,Fighting
Inkay,686,../dataset-v3\Inkay\0.jpg,Dark,Psychic
Inkay,686,../dataset-v3\Inkay\1.jpg,Dark,Psychic
Ivysaur,2,../dataset-v3\Ivysaur\0.jpg,Grass,Poison
Ivysaur,2,../dataset-v3\Ivysaur\1.jpg,Grass,Poison
Ivysaur,2,../dataset-v3\Ivysaur\2.jpg,Grass,Poison
Ivysaur,2,../dataset-v3\Ivysaur\3.jpg,Grass,Poison
Jellicent,593,../dataset-v3\Jellicent\0.jpg,Water,Ghost
Jellicent,593,../dataset-v3\Jellicent\1.jpg,Water,Ghost
Jellicent,593,../dataset-v3\Jellicent\2.jpg,Water,Ghost
Jellicent,593,../dataset-v3\Jellicent\3.jpg,Water,Ghost
Jigglypuff,39,../dataset-v3\Jigglypuff\0.jpg,Normal,Fairy
Jigglypuff,39,../dataset-v3\Jigglypuff\1.jpg,Normal,Fairy
Jigglypuff,39,../dataset-v3\Jigglypuff\2.jpg,Normal,Fairy
Jigglypuff,39,../dataset-v3\Jigglypuff\3.jpg,Normal,Fairy
Jirachi,385,../dataset-v3\Jirachi\0.jpg,Steel,Psychic
Jirachi,385,../dataset-v3\Jirachi\1.jpg,Steel,Psychic
Jolteon,135,../dataset-v3\Jolteon\0.jpg,Electric,
Jolteon,135,../dataset-v3\Jolteon\1.jpg,Electric,
Jolteon,135,../dataset-v3\Jolteon\2.jpg,Electric,
Jolteon,135,../dataset-v3\Jolteon\3.jpg,Electric,
Joltik,595,../dataset-v3\Joltik\0.jpg,Bug,Electric
Joltik,595,../dataset-v3\Joltik\1.jpg,Bug,Electric
Jumpluff,189,../dataset-v3\Jumpluff\0.jpg,Grass,Flying
Jumpluff,189,../dataset-v3\Jumpluff\1.jpg,Grass,Flying
Jumpluff,189,../dataset-v3\Jumpluff\2.jpg,Grass,Flying
Jynx,124,../dataset-v3\Jynx\0.jpg,Ice,Psychic
Jynx,124,../dataset-v3\Jynx\1.jpg,Ice,Psychic
Jynx,124,../dataset-v3\Jynx\2.jpg,Ice,Psychic
Jynx,124,../dataset-v3\Jynx\3.jpg,Ice,Psychic
Kabuto,140,../dataset-v3\Kabuto\0.jpg,Rock,Water
Kabuto,140,../dataset-v3\Kabuto\1.jpg,Rock,Water
Kabuto,140,../dataset-v3\Kabuto\2.jpg,Rock,Water
Kabuto,140,../dataset-v3\Kabuto\3.jpg,Rock,Water
Kabutops,141,../dataset-v3\Kabutops\0.jpg,Rock,Water
Kabutops,141,../dataset-v3\Kabutops\1.jpg,Rock,Water
Kabutops,141,../dataset-v3\Kabutops\2.jpg,Rock,Water
Kabutops,141,../dataset-v3\Kabutops\3.jpg,Rock,Water
Kadabra,64,../dataset-v3\Kadabra\0.jpg,Psychic,
Kadabra,64,../dataset-v3\Kadabra\1.jpg,Psychic,
Kadabra,64,../dataset-v3\Kadabra\2.jpg,Psychic,
Kadabra,64,../dataset-v3\Kadabra\3.jpg,Psychic,
Kakuna,14,../dataset-v3\Kakuna\0.jpg,Bug,Poison
Kakuna,14,../dataset-v3\Kakuna\1.jpg,Bug,Poison
Kakuna,14,../dataset-v3\Kakuna\2.jpg,Bug,Poison
Kakuna,14,../dataset-v3\Kakuna\3.jpg,Bug,Poison
Kangaskhan,115,../dataset-v3\Kangaskhan\0.jpg,Normal,
Kangaskhan,115,../dataset-v3\Kangaskhan\1.jpg,Normal,
Kangaskhan,115,../dataset-v3\Kangaskhan\2.jpg,Normal,
Kangaskhan,115,../dataset-v3\Kangaskhan\3.jpg,Normal,
Kangaskhan,115,../dataset-v3\Kangaskhan\4.jpg,Normal,
Kangaskhan,115,../dataset-v3\Kangaskhan\5.jpg,Normal,
Karrablast,588,../dataset-v3\Karrablast\0.jpg,Bug,
Karrablast,588,../dataset-v3\Karrablast\1.jpg,Bug,
Kecleon,352,../dataset-v3\Kecleon\0.jpg,Normal,
Kecleon,352,../dataset-v3\Kecleon\1.jpg,Normal,
Kingdra,230,../dataset-v3\Kingdra\0.jpg,Water,Dragon
Kingdra,230,../dataset-v3\Kingdra\1.jpg,Water,Dragon
Kingdra,230,../dataset-v3\Kingdra\2.jpg,Water,Dragon
Kingler,99,../dataset-v3\Kingler\0.jpg,Water,
Kingler,99,../dataset-v3\Kingler\1.jpg,Water,
Kingler,99,../dataset-v3\Kingler\2.jpg,Water,
Kingler,99,../dataset-v3\Kingler\3.jpg,Water,
Kingler,99,../dataset-v3\Kingler\4.jpg,Water,
Kirlia,281,../dataset-v3\Kirlia\0.jpg,Psychic,Fairy
Kirlia,281,../dataset-v3\Kirlia\1.jpg,Psychic,Fairy
Klang,600,../dataset-v3\Klang\0.jpg,Steel,
Klang,600,../dataset-v3\Klang\1.jpg,Steel,
Klefki,707,../dataset-v3\Klefki\0.jpg,Steel,Fairy
Klefki,707,../dataset-v3\Klefki\1.jpg,Steel,Fairy
Klink,599,../dataset-v3\Klink\0.jpg,Steel,
Klink,599,../dataset-v3\Klink\1.jpg,Steel,
Klinklang,601,../dataset-v3\Klinklang\0.jpg,Steel,
Klinklang,601,../dataset-v3\Klinklang\1.jpg,Steel,
Koffing,109,../dataset-v3\Koffing\0.jpg,Poison,
Koffing,109,../dataset-v3\Koffing\1.jpg,Poison,
Koffing,109,../dataset-v3\Koffing\2.jpg,Poison,
Koffing,109,../dataset-v3\Koffing\3.jpg,Poison,
Krabby,98,../dataset-v3\Krabby\0.jpg,Water,
Krabby,98,../dataset-v3\Krabby\1.jpg,Water,
Krabby,98,../dataset-v3\Krabby\2.jpg,Water,
Krabby,98,../dataset-v3\Krabby\3.jpg,Water,
Kricketot,401,../dataset-v3\Kricketot\0.jpg,Bug,
Kricketot,401,../dataset-v3\Kricketot\1.jpg,Bug,
Kricketune,402,../dataset-v3\Kricketune\0.jpg,Bug,
Kricketune,402,../dataset-v3\Kricketune\1.jpg,Bug,
Krokorok,552,../dataset-v3\Krokorok\0.jpg,Ground,Dark
Krokorok,552,../dataset-v3\Krokorok\1.jpg,Ground,Dark
Krookodile,553,../dataset-v3\Krookodile\0.jpg,Ground,Dark
Krookodile,553,../dataset-v3\Krookodile\1.jpg,Ground,Dark
Kyogre,382,../dataset-v3\Kyogre\0.jpg,Water,
Kyogre,382,../dataset-v3\Kyogre\1.jpg,Water,
Kyogre,382,../dataset-v3\Kyogre\2.jpg,Water,
Kyogre,382,../dataset-v3\Kyogre\3.jpg,Water,
Kyogre,382,../dataset-v3\Kyogre\4.jpg,Water,
Kyurem,646,../dataset-v3\Kyurem\0.jpg,Dragon,Ice
Kyurem,646,../dataset-v3\Kyurem\1.jpg,Dragon,Ice
Kyurem,646,../dataset-v3\Kyurem\2.jpg,Dragon,Ice
Kyurem,646,../dataset-v3\Kyurem\3.jpg,Dragon,Ice
Kyurem,646,../dataset-v3\Kyurem\4.jpg,Dragon,Ice
Lairon,305,../dataset-v3\Lairon\0.jpg,Steel,Rock
Lairon,305,../dataset-v3\Lairon\1.jpg,Steel,Rock
Lampent,608,../dataset-v3\Lampent\0.jpg,Ghost,Fire
Lampent,608,../dataset-v3\Lampent\1.jpg,Ghost,Fire
Lanturn,171,../dataset-v3\Lanturn\0.jpg,Water,Electric
Lanturn,171,../dataset-v3\Lanturn\1.jpg,Water,Electric
Lanturn,171,../dataset-v3\Lanturn\2.jpg,Water,Electric
Lapras,131,../dataset-v3\Lapras\0.jpg,Water,Ice
Lapras,131,../dataset-v3\Lapras\1.jpg,Water,Ice
Lapras,131,../dataset-v3\Lapras\2.jpg,Water,Ice
Lapras,131,../dataset-v3\Lapras\3.jpg,Water,Ice
Lapras,131,../dataset-v3\Lapras\4.jpg,Water,Ice
Larvesta,636,../dataset-v3\Larvesta\0.jpg,Bug,Fire
Larvesta,636,../dataset-v3\Larvesta\1.jpg,Bug,Fire
Larvitar,246,../dataset-v3\Larvitar\0.jpg,Rock,Ground
Larvitar,246,../dataset-v3\Larvitar\1.jpg,Rock,Ground
Larvitar,246,../dataset-v3\Larvitar\2.jpg,Rock,Ground
Latias,380,../dataset-v3\Latias\0.jpg,Dragon,Psychic
Latias,380,../dataset-v3\Latias\1.jpg,Dragon,Psychic
Latias,380,../dataset-v3\Latias\2.jpg,Dragon,Psychic
Latias,380,../dataset-v3\Latias\3.jpg,Dragon,Psychic
Latias,380,../dataset-v3\Latias\4.jpg,Dragon,Psychic
Latios,381,../dataset-v3\Latios\0.jpg,Dragon,Psychic
Latios,381,../dataset-v3\Latios\1.jpg,Dragon,Psychic
Latios,381,../dataset-v3\Latios\2.jpg,Dragon,Psychic
Latios,381,../dataset-v3\Latios\3.jpg,Dragon,Psychic
Latios,381,../dataset-v3\Latios\4.jpg,Dragon,Psychic
Leafeon,470,../dataset-v3\Leafeon\0.jpg,Grass,
Leafeon,470,../dataset-v3\Leafeon\1.jpg,Grass,
Leavanny,542,../dataset-v3\Leavanny\0.jpg,Bug,Grass
Leavanny,542,../dataset-v3\Leavanny\1.jpg,Bug,Grass
Ledian,166,../dataset-v3\Ledian\0.jpg,Bug,Flying
Ledian,166,../dataset-v3\Ledian\1.jpg,Bug,Flying
Ledian,166,../dataset-v3\Ledian\2.jpg,Bug,Flying
Ledyba,165,../dataset-v3\Ledyba\0.jpg,Bug,Flying
Ledyba,165,../dataset-v3\Ledyba\1.jpg,Bug,Flying
Ledyba,165,../dataset-v3\Ledyba\2.jpg,Bug,Flying
Lickilicky,463,../dataset-v3\Lickilicky\0.jpg,Normal,
Lickilicky,463,../dataset-v3\Lickilicky\1.jpg,Normal,
Lickitung,108,../dataset-v3\Lickitung\0.jpg,Normal,
Lickitung,108,../dataset-v3\Lickitung\1.jpg,Normal,
Lickitung,108,../dataset-v3\Lickitung\2.jpg,Normal,
Lickitung,108,../dataset-v3\Lickitung\3.jpg,Normal,
Liepard,510,../dataset-v3\Liepard\0.jpg,Dark,
Liepard,510,../dataset-v3\Liepard\1.jpg,Dark,
Lileep,345,../dataset-v3\Lileep\0.jpg,Rock,Grass
Lileep,345,../dataset-v3\Lileep\1.jpg,Rock,Grass
Lilligant,549,../dataset-v3\Lilligant\0.jpg,Grass,
Lilligant,549,../dataset-v3\Lilligant\1.jpg,Grass,
Lillipup,506,../dataset-v3\Lillipup\0.jpg,Normal,
Lillipup,506,../dataset-v3\Lillipup\1.jpg,Normal,
Linoone,264,../dataset-v3\Linoone\0.jpg,Normal,
Linoone,264,../dataset-v3\Linoone\1.jpg,Normal,
Linoone,264,../dataset-v3\Linoone\2.jpg,Normal,
Litleo,667,../dataset-v3\Litleo\0.jpg,Fire,Normal
Litleo,667,../dataset-v3\Litleo\1.jpg,Fire,Normal
Litwick,607,../dataset-v3\Litwick\0.jpg,Ghost,Fire
Litwick,607,../dataset-v3\Litwick\1.jpg,Ghost,Fire
Lombre,271,../dataset-v3\Lombre\0.jpg,Water,Grass
Lombre,271,../dataset-v3\Lombre\1.jpg,Water,Grass
Lopunny,428,../dataset-v3\Lopunny\0.jpg,Normal,
Lopunny,428,../dataset-v3\Lopunny\1.jpg,Normal,
Lopunny,428,../dataset-v3\Lopunny\2.jpg,Normal,
Lopunny,428,../dataset-v3\Lopunny\3.jpg,Normal,
Lotad,270,../dataset-v3\Lotad\0.jpg,Water,Grass
Lotad,270,../dataset-v3\Lotad\1.jpg,Water,Grass
Loudred,294,../dataset-v3\Loudred\0.jpg,Normal,
Loudred,294,../dataset-v3\Loudred\1.jpg,Normal,
Lucario,448,../dataset-v3\Lucario\0.jpg,Fighting,Steel
Lucario,448,../dataset-v3\Lucario\1.jpg,Fighting,Steel
Lucario,448,../dataset-v3\Lucario\2.jpg,Fighting,Steel
Lucario,448,../dataset-v3\Lucario\3.jpg,Fighting,Steel
Ludicolo,272,../dataset-v3\Ludicolo\0.jpg,Water,Grass
Ludicolo,272,../dataset-v3\Ludicolo\1.jpg,Water,Grass
Lugia,249,../dataset-v3\Lugia\0.jpg,Psychic,Flying
Lugia,249,../dataset-v3\Lugia\1.jpg,Psychic,Flying
Lugia,249,../dataset-v3\Lugia\2.jpg,Psychic,Flying
Lumineon,457,../dataset-v3\Lumineon\0.jpg,Water,
Lumineon,457,../dataset-v3\Lumineon\1.jpg,Water,
Lunatone,337,../dataset-v3\Lunatone\0.jpg,Rock,Psychic
Lunatone,337,../dataset-v3\Lunatone\1.jpg,Rock,Psychic
Luvdisc,370,../dataset-v3\Luvdisc\0.jpg,Water,
Luvdisc,370,../dataset-v3\Luvdisc\1.jpg,Water,
Luxio,404,../dataset-v3\Luxio\0.jpg,Electric,
Luxio,404,../dataset-v3\Luxio\1.jpg,Electric,
Luxray,405,../dataset-v3\Luxray\0.jpg,Electric,
Luxray,405,../dataset-v3\Luxray\1.jpg,Electric,
Machamp,68,../dataset-v3\Machamp\0.jpg,Fighting,
Machamp,68,../dataset-v3\Machamp\1.jpg,Fighting,
Machamp,68,../dataset-v3\Machamp\2.jpg,Fighting,
Machamp,68,../dataset-v3\Machamp\3.jpg,Fighting,
Machamp,68,../dataset-v3\Machamp\4.jpg,Fighting,
Machoke,67,../dataset-v3\Machoke\0.jpg,Fighting,
Machoke,67,../dataset-v3\Machoke\1.jpg,Fighting,
Machoke,67,../dataset-v3\Machoke\2.jpg,Fighting,
Machoke,67,../dataset-v3\Machoke\3.jpg,Fighting,
Machop,66,../dataset-v3\Machop\0.jpg,Fighting,
Machop,66,../dataset-v3\Machop\1.jpg,Fighting,
Machop,66,../dataset-v3\Machop\2.jpg,Fighting,
Machop,66,../dataset-v3\Machop\3.jpg,Fighting,
Magby,240,../dataset-v3\Magby\0.jpg,Fire,
Magby,240,../dataset-v3\Magby\1.jpg,Fire,
Magby,240,../dataset-v3\Magby\2.jpg,Fire,
Magcargo,219,../dataset-v3\Magcargo\0.jpg,Fire,Rock
Magcargo,219,../dataset-v3\Magcargo\1.jpg,Fire,Rock
Magcargo,219,../dataset-v3\Magcargo\2.jpg,Fire,Rock
Magikarp,129,../dataset-v3\Magikarp\0.jpg,Water,
Magikarp,129,../dataset-v3\Magikarp\1.jpg,Water,
Magikarp,129,../dataset-v3\Magikarp\2.jpg,Water,
Magikarp,129,../dataset-v3\Magikarp\3.jpg,Water,
Magmar,126,../dataset-v3\Magmar\0.jpg,Fire,
Magmar,126,../dataset-v3\Magmar\1.jpg,Fire,
Magmar,126,../dataset-v3\Magmar\2.jpg,Fire,
Magmar,126,../dataset-v3\Magmar\3.jpg,Fire,
Magmortar,467,../dataset-v3\Magmortar\0.jpg,Fire,
Magmortar,467,../dataset-v3\Magmortar\1.jpg,Fire,
Magnemite,81,../dataset-v3\Magnemite\0.jpg,Electric,Steel
Magnemite,81,../dataset-v3\Magnemite\1.jpg,Electric,Steel
Magnemite,81,../dataset-v3\Magnemite\2.jpg,Electric,Steel
Magnemite,81,../dataset-v3\Magnemite\3.jpg,Electric,Steel
Magneton,82,../dataset-v3\Magneton\0.jpg,Electric,Steel
Magneton,82,../dataset-v3\Magneton\1.jpg,Electric,Steel
Magneton,82,../dataset-v3\Magneton\2.jpg,Electric,Steel
Magneton,82,../dataset-v3\Magneton\3.jpg,Electric,Steel
Magnezone,462,../dataset-v3\Magnezone\0.jpg,Electric,Steel
Magnezone,462,../dataset-v3\Magnezone\1.jpg,Electric,Steel
Makuhita,296,../dataset-v3\Makuhita\0.jpg,Fighting,
Makuhita,296,../dataset-v3\Makuhita\1.jpg,Fighting,
Malamar,687,../dataset-v3\Malamar\0.jpg,Dark,Psychic
Malamar,687,../dataset-v3\Malamar\1.jpg,Dark,Psychic
Mamoswine,473,../dataset-v3\Mamoswine\0.jpg,Ice,Ground
Mamoswine,473,../dataset-v3\Mamoswine\1.jpg,Ice,Ground
Manaphy,490,../dataset-v3\Manaphy\0.jpg,Water,
Manaphy,490,../dataset-v3\Manaphy\1.jpg,Water,
Mandibuzz,630,../dataset-v3\Mandibuzz\0.jpg,Dark,Flying
Mandibuzz,630,../dataset-v3\Mandibuzz\1.jpg,Dark,Flying
Manectric,310,../dataset-v3\Manectric\0.jpg,Electric,
Manectric,310,../dataset-v3\Manectric\1.jpg,Electric,
Manectric,310,../dataset-v3\Manectric\2.jpg,Electric,
Manectric,310,../dataset-v3\Manectric\3.jpg,Electric,
Mankey,56,../dataset-v3\Mankey\0.jpg,Fighting,
Mankey,56,../dataset-v3\Mankey\1.jpg,Fighting,
Mankey,56,../dataset-v3\Mankey\2.jpg,Fighting,
Mankey,56,../dataset-v3\Mankey\3.jpg,Fighting,
Mantine,226,../dataset-v3\Mantine\0.jpg,Water,Flying
Mantine,226,../dataset-v3\Mantine\1.jpg,Water,Flying
Mantine,226,../dataset-v3\Mantine\2.jpg,Water,Flying
Mantyke,458,../dataset-v3\Mantyke\0.jpg,Water,Flying
Mantyke,458,../dataset-v3\Mantyke\1.jpg,Water,Flying
Maractus,556,../dataset-v3\Maractus\0.jpg,Grass,
Maractus,556,../dataset-v3\Maractus\1.jpg,Grass,
Mareep,179,../dataset-v3\Mareep\0.jpg,Electric,
Mareep,179,../dataset-v3\Mareep\1.jpg,Electric,
Mareep,179,../dataset-v3\Mareep\2.jpg,Electric,
Marill,183,../dataset-v3\Marill\0.jpg,Water,Fairy
Marill,183,../dataset-v3\Marill\1.jpg,Water,Fairy
Marill,183,../dataset-v3\Marill\2.jpg,Water,Fairy
Marowak,105,../dataset-v3\Marowak\0.jpg,Ground,
Marowak,105,../dataset-v3\Marowak\1.jpg,Ground,
Marowak,105,../dataset-v3\Marowak\2.jpg,Ground,
Marowak,105,../dataset-v3\Marowak\3.jpg,Ground,
Marowak,105,../dataset-v3\Marowak\4.jpg,Ground,
Marowak,105,../dataset-v3\Marowak\5.jpg,Ground,
Marshtomp,259,../dataset-v3\Marshtomp\0.jpg,Water,Ground
Marshtomp,259,../dataset-v3\Marshtomp\1.jpg,Water,Ground
Masquerain,284,../dataset-v3\Masquerain\0.jpg,Bug,Flying
Masquerain,284,../dataset-v3\Masquerain\1.jpg,Bug,Flying
Mawile,303,../dataset-v3\Mawile\0.jpg,Steel,Fairy
Mawile,303,../dataset-v3\Mawile\1.jpg,Steel,Fairy
Mawile,303,../dataset-v3\Mawile\2.jpg,Steel,Fairy
Mawile,303,../dataset-v3\Mawile\3.jpg,Steel,Fairy
Medicham,308,../dataset-v3\Medicham\0.jpg,Fighting,Psychic
Medicham,308,../dataset-v3\Medicham\1.jpg,Fighting,Psychic
Medicham,308,../dataset-v3\Medicham\2.jpg,Fighting,Psychic
Medicham,308,../dataset-v3\Medicham\3.jpg,Fighting,Psychic
Meditite,307,../dataset-v3\Meditite\0.jpg,Fighting,Psychic
Meditite,307,../dataset-v3\Meditite\1.jpg,Fighting,Psychic
Meganium,154,../dataset-v3\Meganium\0.jpg,Grass,
Meganium,154,../dataset-v3\Meganium\1.jpg,Grass,
Meganium,154,../dataset-v3\Meganium\2.jpg,Grass,
Meowth,52,../dataset-v3\Meowth\0.jpg,Normal,
Meowth,52,../dataset-v3\Meowth\1.jpg,Normal,
Meowth,52,../dataset-v3\Meowth\2.jpg,Normal,
Meowth,52,../dataset-v3\Meowth\3.jpg,Normal,
Meowth,52,../dataset-v3\Meowth\4.jpg,Normal,
Meowth,52,../dataset-v3\Meowth\5.jpg,Normal,
Mesprit,481,../dataset-v3\Mesprit\0.jpg,Psychic,
Mesprit,481,../dataset-v3\Mesprit\1.jpg,Psychic,
Metagross,376,../dataset-v3\Metagross\0.jpg,Steel,Psychic
Metagross,376,../dataset-v3\Metagross\1.jpg,Steel,Psychic
Metagross,376,../dataset-v3\Metagross\2.jpg,Steel,Psychic
Metagross,376,../dataset-v3\Metagross\3.jpg,Steel,Psychic
Metagross,376,../dataset-v3\Metagross\4.jpg,Steel,Psychic
Metagross,376,../dataset-v3\Metagross\5.jpg,Steel,Psychic
Metang,375,../dataset-v3\Metang\0.jpg,Steel,Psychic
Metang,375,../dataset-v3\Metang\1.jpg,Steel,Psychic
Metapod,11,../dataset-v3\Metapod\0.jpg,Bug,
Metapod,11,../dataset-v3\Metapod\1.jpg,Bug,
Metapod,11,../dataset-v3\Metapod\2.jpg,Bug,
Metapod,11,../dataset-v3\Metapod\3.jpg,Bug,
Mew,151,../dataset-v3\Mew\0.jpg,Psychic,
Mew,151,../dataset-v3\Mew\1.jpg,Psychic,
Mew,151,../dataset-v3\Mew\2.jpg,Psychic,
Mew,151,../dataset-v3\Mew\3.jpg,Psychic,
Mew,151,../dataset-v3\Mew\4.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\0.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\1.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\2.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\3.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\4.jpg,Psychic,
Mewtwo,150,../dataset-v3\Mewtwo\5.jpg,Psychic,
Mienfoo,619,../dataset-v3\Mienfoo\0.jpg,Fighting,
Mienfoo,619,../dataset-v3\Mienfoo\1.jpg,Fighting,
Mienshao,620,../dataset-v3\Mienshao\0.jpg,Fighting,
Mienshao,620,../dataset-v3\Mienshao\1.jpg,Fighting,
Mightyena,262,../dataset-v3\Mightyena\0.jpg,Dark,
Mightyena,262,../dataset-v3\Mightyena\1.jpg,Dark,
Milotic,350,../dataset-v3\Milotic\0.jpg,Water,
Milotic,350,../dataset-v3\Milotic\1.jpg,Water,
Miltank,241,../dataset-v3\Miltank\0.jpg,Normal,
Miltank,241,../dataset-v3\Miltank\1.jpg,Normal,
Miltank,241,../dataset-v3\Miltank\2.jpg,Normal,
Minccino,572,../dataset-v3\Minccino\0.jpg,Normal,
Minccino,572,../dataset-v3\Minccino\1.jpg,Normal,
Minun,312,../dataset-v3\Minun\0.jpg,Electric,
Minun,312,../dataset-v3\Minun\1.jpg,Electric,
Misdreavus,200,../dataset-v3\Misdreavus\0.jpg,Ghost,
Misdreavus,200,../dataset-v3\Misdreavus\1.jpg,Ghost,
Misdreavus,200,../dataset-v3\Misdreavus\2.jpg,Ghost,
Mismagius,429,../dataset-v3\Mismagius\0.jpg,Ghost,
Mismagius,429,../dataset-v3\Mismagius\1.jpg,Ghost,
Moltres,146,../dataset-v3\Moltres\0.jpg,Fire,Flying
Moltres,146,../dataset-v3\Moltres\1.jpg,Fire,Flying
Moltres,146,../dataset-v3\Moltres\2.jpg,Fire,Flying
Moltres,146,../dataset-v3\Moltres\3.jpg,Fire,Flying
Moltres,146,../dataset-v3\Moltres\4.jpg,Fire,Flying
Moltres,146,../dataset-v3\Moltres\5.jpg,Fire,Flying
Monferno,391,../dataset-v3\Monferno\0.jpg,Fire,Fighting
Monferno,391,../dataset-v3\Monferno\1.jpg,Fire,Fighting
Mothim,414,../dataset-v3\Mothim\0.jpg,Bug,Flying
Mothim,414,../dataset-v3\Mothim\1.jpg,Bug,Flying
Mr. Mime,122,../dataset-v3\Mr. Mime\0.jpg,Psychic,Fairy
Mr. Mime,122,../dataset-v3\Mr. Mime\1.jpg,Psychic,Fairy
Mr. Mime,122,../dataset-v3\Mr. Mime\2.jpg,Psychic,Fairy
Mr. Mime,122,../dataset-v3\Mr. Mime\3.jpg,Psychic,Fairy
Mr. Mime,122,../dataset-v3\Mr. Mime\4.jpg,Psychic,Fairy
Mudkip,258,../dataset-v3\Mudkip\0.jpg,Water,
Mudkip,258,../dataset-v3\Mudkip\1.jpg,Water,
Mudkip,258,../dataset-v3\Mudkip\2.jpg,Water,
Mudkip,258,../dataset-v3\Mudkip\3.jpg,Water,
Muk,89,../dataset-v3\Muk\0.jpg,Poison,
Muk,89,../dataset-v3\Muk\1.jpg,Poison,
Muk,89,../dataset-v3\Muk\2.jpg,Poison,
Muk,89,../dataset-v3\Muk\3.jpg,Poison,
Muk,89,../dataset-v3\Muk\4.jpg,Poison,
Muk,89,../dataset-v3\Muk\5.jpg,Poison,
Munchlax,446,../dataset-v3\Munchlax\0.jpg,Normal,
Munchlax,446,../dataset-v3\Munchlax\1.jpg,Normal,
Munna,517,../dataset-v3\Munna\0.jpg,Psychic,
Munna,517,../dataset-v3\Munna\1.jpg,Psychic,
Murkrow,198,../dataset-v3\Murkrow\0.jpg,Dark,Flying
Murkrow,198,../dataset-v3\Murkrow\1.jpg,Dark,Flying
Murkrow,198,../dataset-v3\Murkrow\2.jpg,Dark,Flying
Musharna,518,../dataset-v3\Musharna\0.jpg,Psychic,
Musharna,518,../dataset-v3\Musharna\1.jpg,Psychic,
Natu,177,../dataset-v3\Natu\0.jpg,Psychic,Flying
Natu,177,../dataset-v3\Natu\1.jpg,Psychic,Flying
Natu,177,../dataset-v3\Natu\2.jpg,Psychic,Flying
Nidoking,34,../dataset-v3\Nidoking\0.jpg,Poison,Ground
Nidoking,34,../dataset-v3\Nidoking\1.jpg,Poison,Ground
Nidoking,34,../dataset-v3\Nidoking\2.jpg,Poison,Ground
Nidoking,34,../dataset-v3\Nidoking\3.jpg,Poison,Ground
Nidoqueen,31,../dataset-v3\Nidoqueen\0.jpg,Poison,Ground
Nidoqueen,31,../dataset-v3\Nidoqueen\1.jpg,Poison,Ground
Nidoqueen,31,../dataset-v3\Nidoqueen\2.jpg,Poison,Ground
Nidoqueen,31,../dataset-v3\Nidoqueen\3.jpg,Poison,Ground
Nidorina,30,../dataset-v3\Nidorina\0.jpg,Poison,
Nidorina,30,../dataset-v3\Nidorina\1.jpg,Poison,
Nidorina,30,../dataset-v3\Nidorina\2.jpg,Poison,
Nidorina,30,../dataset-v3\Nidorina\3.jpg,Poison,
Nidorino,33,../dataset-v3\Nidorino\0.jpg,Poison,
Nidorino,33,../dataset-v3\Nidorino\1.jpg,Poison,
Nidorino,33,../dataset-v3\Nidorino\2.jpg,Poison,
Nidorino,33,../dataset-v3\Nidorino\3.jpg,Poison,
Nincada,290,../dataset-v3\Nincada\0.jpg,Bug,Ground
Nincada,290,../dataset-v3\Nincada\1.jpg,Bug,Ground
Ninetales,38,../dataset-v3\Ninetales\0.jpg,Fire,
Ninetales,38,../dataset-v3\Ninetales\1.jpg,Fire,
Ninetales,38,../dataset-v3\Ninetales\2.jpg,Fire,
Ninetales,38,../dataset-v3\Ninetales\3.jpg,Fire,
Ninetales,38,../dataset-v3\Ninetales\4.jpg,Fire,
Ninetales,38,../dataset-v3\Ninetales\5.jpg,Fire,
Ninjask,291,../dataset-v3\Ninjask\0.jpg,Bug,Flying
Ninjask,291,../dataset-v3\Ninjask\1.jpg,Bug,Flying
Noctowl,164,../dataset-v3\Noctowl\0.jpg,Normal,Flying
Noctowl,164,../dataset-v3\Noctowl\1.jpg,Normal,Flying
Noctowl,164,../dataset-v3\Noctowl\2.jpg,Normal,Flying
Noibat,714,../dataset-v3\Noibat\0.jpg,Flying,Dragon
Noibat,714,../dataset-v3\Noibat\1.jpg,Flying,Dragon
Noivern,715,../dataset-v3\Noivern\0.jpg,Flying,Dragon
Noivern,715,../dataset-v3\Noivern\1.jpg,Flying,Dragon
Nosepass,299,../dataset-v3\Nosepass\0.jpg,Rock,
